_id;nome;cod;casosAcumulado;obitosAcumulado
Varjão de Minas;Varjão de Minas;317075;1704;17
Tupandi;Tupandi;432225;1704;17
Iracema;Iracema;140028;1703;18
Guadalupe;Guadalupe;220450;1703;29
Taipu;Taipu;241390;1701;17
Livramento;Livramento;250850;1700;9
Pouso Alto;Pouso Alto;315260;1700;29
Jauru;Jauru;510500;1700;39
Leopoldo de Bulhões;Leopoldo de Bulhões;521230;1700;19
Gouvelândia;Gouvelândia;520915;1698;15
Cachoeira dos Índios;Cachoeira dos Índios;250330;1697;25
Senador Amaral;Senador Amaral;316557;1697;11
Manoel Viana;Manoel Viana;431175;1697;14
Angicos;Angicos;240080;1696;34
Rio Branco;Rio Branco;510720;1695;22
Mário Campos;Mário Campos;314015;1694;61
São Simão;São Simão;355090;1694;39
Ouro Verde de Goiás;Ouro Verde de Goiás;521540;1694;15
Alvorada do Norte;Alvorada do Norte;520080;1691;22
Descanso;Descanso;420490;1690;21
Nazaré da Mata;Nazaré da Mata;260950;1689;92
Uiraúna;Uiraúna;251690;1688;32
Sete Quedas;Sete Quedas;500770;1688;26
Presidente Dutra;Presidente Dutra;292560;1686;29
Doutor Severiano;Doutor Severiano;240320;1685;23
Capim Branco;Capim Branco;311250;1685;23
Santa Bárbara do Pará;Santa Bárbara do Pará;150635;1684;29
Senador Sá;Senador Sá;231280;1681;14
Tangará;Tangará;241400;1681;24
Alfredo Vasconcelos;Alfredo Vasconcelos;310163;1681;17
Pedro Velho;Pedro Velho;240980;1680;17
Barra do Mendes;Barra do Mendes;290300;1680;24
Pirapora do Bom Jesus;Pirapora do Bom Jesus;353910;1679;26
Colméia;Colméia;171670;1678;30
Pranchita;Pranchita;412035;1678;14
São Luís do Quitunde;São Luís do Quitunde;270850;1677;28
Benedito Novo;Benedito Novo;420220;1677;25
São João d'Aliança;São João d'Aliança;522000;1676;30
Craíbas;Craíbas;270235;1675;35
Marilena;Marilena;411500;1675;20
Presidente Castelo Branco;Presidente Castelo Branco;412040;1675;17
Viseu;Viseu;150830;1674;38
Morro Reuter;Morro Reuter;431247;1674;18
Ibaretama;Ibaretama;230526;1671;31
Ferreiros;Ferreiros;260550;1671;22
Bujari;Bujari;120013;1670;19
Alambari;Alambari;350075;1669;13
Trajano de Moraes;Trajano de Moraes;330590;1668;6
Paulo de Faria;Paulo de Faria;353660;1666;45
Andorinha;Andorinha;290135;1665;21
Nortelândia;Nortelândia;510600;1665;29
Brejo dos Santos;Brejo dos Santos;250290;1664;8
Manoel Vitorino;Manoel Vitorino;292040;1664;36
Guaraçaí;Guaraçaí;351780;1664;30
Sabinópolis;Sabinópolis;315680;1661;27
Mato Leitão;Mato Leitão;431215;1660;9
Ipuaçu;Ipuaçu;420768;1657;18
São Vicente;São Vicente;241300;1656;3
Alto Rio Novo;Alto Rio Novo;320035;1655;29
Ibitiara;Ibitiara;291300;1654;14
São João da Urtiga;São João da Urtiga;431842;1653;6
Cumaru;Cumaru;260490;1652;22
Riachão do Dantas;Riachão do Dantas;280580;1651;37
Cotiporã;Cotiporã;430595;1650;6
Carmo do Rio Verde;Carmo do Rio Verde;520500;1649;38
Janiópolis;Janiópolis;411220;1647;25
Sátiro Dias;Sátiro Dias;292970;1646;16
Coqueiral;Coqueiral;311870;1646;29
Itabirinha;Itabirinha;313180;1646;58
Natividade;Natividade;330310;1645;32
Enéas Marques;Enéas Marques;410740;1645;17
Itinga do Maranhão;Itinga do Maranhão;210542;1644;34
Beneditinos;Beneditinos;220160;1644;44
Machados;Machados;260910;1644;19
Fervedouro;Fervedouro;312595;1644;20
Dom Basílio;Dom Basílio;291010;1643;19
Passa e Fica;Passa e Fica;240910;1642;8
Tenente Laurentino Cruz;Tenente Laurentino Cruz;241415;1640;3
Rodeiro;Rodeiro;315630;1640;21
Lagoa Real;Lagoa Real;291875;1636;14
Salinópolis;Salinópolis;150620;1634;113
São Benedito do Rio Preto;São Benedito do Rio Preto;211040;1634;18
Primeiro de Maio;Primeiro de Maio;412050;1632;45
Guatambú;Guatambú;420665;1630;22
São José do Cerrito;São José do Cerrito;421680;1630;16
São Francisco de Sales;São Francisco de Sales;316130;1629;38
Monte Castelo;Monte Castelo;353160;1629;24
Rosário do Ivaí;Rosário do Ivaí;412265;1629;9
Estrela do Sul;Estrela do Sul;312480;1628;30
Gonçalves Dias;Gonçalves Dias;210440;1627;30
Capela do Alto Alegre;Capela do Alto Alegre;290685;1627;23
Theobroma;Theobroma;110160;1625;28
Santa Margarida;Santa Margarida;315790;1625;43
Lavras do Sul;Lavras do Sul;431150;1624;20
Itambaracá;Itambaracá;411100;1622;27
Britânia;Britânia;520380;1622;11
Cacimba de Dentro;Cacimba de Dentro;250350;1616;40
Anajatuba;Anajatuba;210070;1615;29
Buritirama;Buritirama;290475;1615;29
Francisco Sá;Francisco Sá;312670;1615;49
Erval Velho;Erval Velho;420520;1614;14
Cacequi;Cacequi;430290;1614;19
Batalha;Batalha;220150;1613;43
Toledo;Toledo;316910;1613;34
Roseira;Roseira;354430;1613;33
Tacuru;Tacuru;500795;1613;18
Formosa do Oeste;Formosa do Oeste;410820;1611;26
Combinado;Combinado;170555;1610;17
Feira Nova do Maranhão;Feira Nova do Maranhão;210407;1610;10
Pintadas;Pintadas;292465;1610;8
Parapuã;Parapuã;353600;1610;52
General Câmara;General Câmara;430880;1609;27
Sertão;Sertão;432050;1609;19
São José da Tapera;São José da Tapera;270840;1607;45
Canitar;Canitar;351015;1607;30
São João do Caiuá;São João do Caiuá;412490;1607;16
Irineópolis;Irineópolis;420790;1607;18
Coronel Sapucaia;Coronel Sapucaia;500315;1607;45
Santa Terezinha;Santa Terezinha;261280;1606;31
Indianópolis;Indianópolis;313070;1606;9
Lavínia;Lavínia;352650;1605;21
Sapopema;Sapopema;412620;1604;24
Aurora;Aurora;420190;1604;24
Independência;Independência;431040;1603;13
Alpestre;Alpestre;430050;1601;18
Rio do Antônio;Rio do Antônio;292680;1600;21
General Salgado;General Salgado;351690;1600;52
Jaboti;Jaboti;411170;1600;19
David Canabarro;David Canabarro;430630;1600;18
Jacinto;Jacinto;313470;1599;19
Colorado;Colorado;430560;1598;15
Sinimbu;Sinimbu;432067;1598;25
Fortuna;Fortuna;210420;1596;7
Poranga;Poranga;231100;1596;19
Olindina;Olindina;292310;1595;31
Biritiba Mirim;Biritiba Mirim;350660;1595;121
Mercedes;Mercedes;411585;1595;12
Paramoti;Paramoti;231040;1594;20
Coroados;Coroados;351250;1590;25
Bom Jesus;Bom Jesus;240170;1589;20
Itambé;Itambé;411110;1588;39
Brejinho de Nazaré;Brejinho de Nazaré;170370;1587;20
Ipaporanga;Ipaporanga;230565;1587;18
Maçambará;Maçambará;431171;1583;6
Riacho dos Cavalos;Riacho dos Cavalos;251280;1579;20
Padre Paraíso;Padre Paraíso;314630;1577;30
Santana de Cataguases;Santana de Cataguases;315840;1576;9
Pão de Açúcar;Pão de Açúcar;270640;1575;35
São Miguel do Passa Quatro;São Miguel do Passa Quatro;522026;1575;14
Nova Aliança;Nova Aliança;353280;1574;35
Doutor Camargo;Doutor Camargo;410730;1574;21
Chalé;Chalé;311600;1573;13
Irapuã;Irapuã;352150;1573;34
Selbach;Selbach;432030;1573;32
Jaguaribara;Jaguaribara;230680;1572;31
Santo Antônio do Pinhal;Santo Antônio do Pinhal;354820;1572;10
João Lisboa;João Lisboa;210550;1570;62
São João do Jaguaribe;São João do Jaguaribe;231250;1570;19
São Domingos;São Domingos;292895;1569;14
Nova União;Nova União;110143;1568;17
Carnaubais;Carnaubais;240250;1568;29
Gurinhém;Gurinhém;250640;1567;19
Piranga;Piranga;315080;1567;38
Montividiu;Montividiu;521375;1565;32
Populina;Populina;354040;1564;23
Braganey;Braganey;410335;1563;15
Salto Veloso;Salto Veloso;421540;1562;8
Timbé do Sul;Timbé do Sul;421810;1562;19
São José de Ubá;São José de Ubá;330513;1561;9
Amajari;Amajari;140002;1560;27
Pratânia;Pratânia;354105;1560;19
Nova Fátima;Nova Fátima;411700;1559;21
Cumaru do Norte;Cumaru do Norte;150276;1557;13
Muaná;Muaná;150490;1557;43
Carmo do Cajuru;Carmo do Cajuru;311420;1557;65
Dom Aquino;Dom Aquino;510360;1557;32
Santa Luzia do Paruá;Santa Luzia do Paruá;211003;1556;17
Juazeirinho;Juazeirinho;250770;1555;19
Piaçabuçu;Piaçabuçu;270680;1554;26
Ciríaco;Ciríaco;430550;1550;31
Santana do Matos;Santana do Matos;241140;1547;24
Juru;Juru;250800;1546;18
Flor da Serra do Sul;Flor da Serra do Sul;410785;1545;26
Aurilândia;Aurilândia;520260;1544;17
Heitoraí;Heitoraí;520960;1542;10
Nova Esperança do Sudoeste;Nova Esperança do Sudoeste;411695;1541;13
Itiruçu;Itiruçu;291690;1539;28
Miguelópolis;Miguelópolis;352970;1539;107
Mondaí;Mondaí;421100;1539;12
Pimenteiras;Pimenteiras;220810;1537;33
São Domingos;São Domingos;421610;1537;24
Trindade do Sul;Trindade do Sul;432195;1536;19
Faro;Faro;150300;1535;31
Ipiaçu;Ipiaçu;313140;1534;21
Tuparetama;Tuparetama;261590;1533;31
Serrania;Serrania;316690;1533;27
Roca Sales;Roca Sales;431580;1533;30
Piedade de Caratinga;Piedade de Caratinga;315015;1532;26
Campina das Missões;Campina das Missões;430370;1532;13
Janduís;Janduís;240520;1531;12
Vargem Bonita;Vargem Bonita;421917;1531;11
Ataléia;Ataléia;310470;1530;13
Carbonita;Carbonita;311350;1530;9
Grão Mogol;Grão Mogol;312780;1530;13
Lençóis;Lençóis;291930;1529;23
Quebrangulo;Quebrangulo;270760;1528;16
Ereré;Ereré;230427;1525;17
Palmácia;Palmácia;231010;1525;23
Itatuba;Itatuba;250720;1523;23
Virginópolis;Virginópolis;317180;1523;13
Alto Jequitibá;Alto Jequitibá;315350;1521;16
Passo do Sobrado;Passo do Sobrado;431407;1520;20
Antônio Olinto;Antônio Olinto;410130;1519;18
Gameleira de Goiás;Gameleira de Goiás;520815;1519;14
Tucunduva;Tucunduva;432210;1516;22
Quinze de Novembro;Quinze de Novembro;431535;1515;13
Antas;Antas;290160;1514;15
Baixa Grande;Baixa Grande;290260;1513;28
Joanópolis;Joanópolis;352550;1513;20
Capela;Capela;270170;1511;20
Mariópolis;Mariópolis;411530;1511;26
Ibicuí;Ibicuí;291230;1509;30
Manaíra;Manaíra;250900;1508;7
Iguatemi;Iguatemi;500430;1508;17
Pareci Novo;Pareci Novo;431403;1506;7
Acari;Acari;240010;1505;30
Arari;Arari;210100;1504;35
Crucilândia;Crucilândia;312060;1503;12
Banzaê;Banzaê;290265;1502;14
Monte Alegre de Goiás;Monte Alegre de Goiás;521350;1502;8
Bom Jardim de Minas;Bom Jardim de Minas;310750;1499;8
Tocos do Moji;Tocos do Moji;316905;1497;10
Uibaí;Uibaí;293240;1496;32
Prados;Prados;315270;1496;22
Paula Cândido;Paula Cândido;314830;1494;12
Araguacema;Araguacema;170190;1493;20
Japira;Japira;411230;1493;18
Brejões;Brejões;290430;1492;20
Salete;Salete;421530;1492;9
Central;Central;290760;1491;20
Fênix;Fênix;410770;1491;11
São José da Boa Vista;São José da Boa Vista;412540;1490;30
São Tomás de Aquino;São Tomás de Aquino;316510;1489;33
Petrolândia;Petrolândia;421270;1488;30
Boa Esperança;Boa Esperança;410300;1487;21
Douradina;Douradina;500350;1487;15
São José da Laje;São José da Laje;270830;1486;38
Miradouro;Miradouro;314210;1485;15
Cândido Godói;Cândido Godói;430430;1485;6
Aracatu;Aracatu;290200;1483;23
Taperoá;Taperoá;293120;1483;37
Tombos;Tombos;316920;1483;21
Santana do Itararé;Santana do Itararé;412400;1483;32
Moita Bonita;Moita Bonita;280410;1481;15
Cromínia;Cromínia;520650;1481;9
Pau Brasil;Pau Brasil;292390;1479;31
São Tomé das Letras;São Tomé das Letras;316520;1479;9
Novo Barreiro;Novo Barreiro;431349;1479;26
São Bernardo;São Bernardo;211060;1478;22
Pendências;Pendências;240990;1477;44
Igaporã;Igaporã;291340;1477;25
Santa Luzia;Santa Luzia;292805;1477;36
Bandeira do Sul;Bandeira do Sul;310530;1477;19
Barão;Barão;430165;1477;16
Tavares;Tavares;251660;1476;19
Novo Horizonte do Norte;Novo Horizonte do Norte;510627;1475;9
Santa Terezinha;Santa Terezinha;292850;1474;17
Santo Antônio do Jacinto;Santo Antônio do Jacinto;316030;1474;15
Serra Azul;Serra Azul;355140;1474;21
Caldazinha;Caldazinha;520455;1474;12
Uiramutã;Uiramutã;140070;1473;23
Tapira;Tapira;412690;1473;16
Faxinal do Soturno;Faxinal do Soturno;430800;1473;14
Poço Redondo;Poço Redondo;280540;1472;36
Amaraji;Amaraji;260090;1469;50
Taiaçu;Taiaçu;355310;1469;19
Bom Jesus do Sul;Bom Jesus do Sul;410315;1469;11
Cacique Doble;Cacique Doble;430320;1469;16
Loreto;Loreto;210610;1468;6
Novo São Joaquim;Novo São Joaquim;510628;1467;24
Andaraí;Andaraí;290130;1466;15
Vale do Sol;Vale do Sol;432253;1466;22
Candiba;Candiba;290660;1465;21
Nova Canaã;Nova Canaã;292270;1464;27
Anaurilândia;Anaurilândia;500080;1464;19
Jati;Jati;230720;1463;14
Miranda do Norte;Miranda do Norte;210675;1462;33
São João do Paraíso;São João do Paraíso;211105;1462;18
Santa Maria do Suaçuí;Santa Maria do Suaçuí;315820;1462;33
Alto Garças;Alto Garças;510040;1462;47
São José do Campestre;São José do Campestre;241230;1461;31
Arauá;Arauá;280040;1461;23
Alfredo Wagner;Alfredo Wagner;420070;1458;12
Guarani;Guarani;312840;1457;13
Muçum;Muçum;431260;1457;17
Mucugê;Mucugê;292190;1456;14
Itatim;Itatim;291685;1455;29
Penaforte;Penaforte;231060;1454;19
Campo Novo;Campo Novo;430400;1454;24
Jordânia;Jordânia;313650;1453;15
Lupionópolis;Lupionópolis;411380;1453;28
Abel Figueiredo;Abel Figueiredo;150013;1452;12
Rio Preto;Rio Preto;315590;1452;7
Urucânia;Urucânia;317050;1452;33
Vidal Ramos;Vidal Ramos;421920;1452;13
Axixá do Tocantins;Axixá do Tocantins;170290;1451;24
União do Sul;União do Sul;510830;1450;16
Maturéia;Maturéia;250939;1448;15
Campestre de Goiás;Campestre de Goiás;520460;1448;17
Treviso;Treviso;421835;1447;13
Cabeceiras;Cabeceiras;520400;1447;20
Itarumã;Itarumã;521130;1446;26
Paulo Ramos;Paulo Ramos;210810;1445;37
Serra do Ramalho;Serra do Ramalho;293015;1445;39
Guaraci;Guaraci;410920;1444;16
Tomar do Geru;Tomar do Geru;280750;1443;30
Grossos;Grossos;240440;1441;22
Fernando Prestes;Fernando Prestes;351560;1441;15
Cruzeiro do Sul;Cruzeiro do Sul;410670;1441;12
Bom Jesus do Tocantins;Bom Jesus do Tocantins;150157;1436;29
Vila Flores;Vila Flores;432330;1435;15
Zortéa;Zortéa;421985;1434;14
Juarez Távora;Juarez Távora;250760;1433;15
Tamboara;Tamboara;412670;1433;16
São Carlos;São Carlos;421600;1433;25
Jenipapo dos Vieiras;Jenipapo dos Vieiras;210547;1432;23
Cristópolis;Cristópolis;290970;1431;11
Viana;Viana;211280;1430;43
Cotegipe;Cotegipe;290940;1430;26
Brochier;Brochier;430265;1430;8
Rio dos Cedros;Rio dos Cedros;421470;1429;34
São Martinho;São Martinho;431910;1428;13
Novo Horizonte do Oeste;Novo Horizonte do Oeste;110050;1426;24
Casserengue;Casserengue;250415;1424;23
Nazarezinho;Nazarezinho;251000;1424;19
Carmópolis;Carmópolis;280150;1424;43
Filadélfia;Filadélfia;291085;1424;37
Wagner;Wagner;293340;1424;10
Serranópolis do Iguaçu;Serranópolis do Iguaçu;412635;1423;14
Tremedal;Tremedal;293180;1422;23
Marcação;Marcação;250905;1420;10
Igarapava;Igarapava;352010;1420;110
Santo Antônio do Jardim;Santo Antônio do Jardim;354810;1420;25
Pérola d'Oeste;Pérola d'Oeste;411900;1420;13
São Bento do Tocantins;São Bento do Tocantins;172010;1418;10
Presidente Bernardes;Presidente Bernardes;354120;1418;53
Ribeira do Amparo;Ribeira do Amparo;292650;1417;9
Pedro Gomes;Pedro Gomes;500640;1416;21
Heliodora;Heliodora;312920;1415;20
São Luís Gonzaga do Maranhão;São Luís Gonzaga do Maranhão;211140;1414;26
Heliópolis;Heliópolis;291185;1414;16
Mundo Novo;Mundo Novo;292210;1414;17
Barra de São Miguel;Barra de São Miguel;250170;1413;10
Carmo da Mata;Carmo da Mata;311400;1413;15
Camutanga;Camutanga;260360;1412;26
Guidoval;Guidoval;312880;1412;24
São Rafael;São Rafael;241280;1411;25
Glicério;Glicério;351710;1411;23
Xambrê;Xambrê;412880;1411;18
Maiquinique;Maiquinique;292000;1409;15
Caraá;Caraá;430471;1409;28
Salitre;Salitre;231195;1408;26
Quixabeira;Quixabeira;292593;1408;9
Oliveira dos Brejinhos;Oliveira dos Brejinhos;292320;1406;26
Engenheiro Caldas;Engenheiro Caldas;312370;1406;36
Rubinéia;Rubinéia;354450;1406;20
Quatro Pontes;Quatro Pontes;412085;1406;12
Campos Verdes;Campos Verdes;520495;1406;19
Anchieta;Anchieta;420080;1405;12
Barro Alto;Barro Alto;290323;1402;17
Ibipeba;Ibipeba;291240;1402;14
Coronel Bicaco;Coronel Bicaco;430590;1402;41
Ibiaçá;Ibiaçá;430980;1401;14
Piçarra;Piçarra;150563;1400;9
Gameleira;Gameleira;260590;1399;44
Divinópolis do Tocantins;Divinópolis do Tocantins;170710;1396;11
Piranguçu;Piranguçu;315090;1395;18
Igarapé do Meio;Igarapé do Meio;210515;1394;31
Terra Roxa;Terra Roxa;355440;1394;40
General Carneiro;General Carneiro;410850;1394;46
Alto Paraíso;Alto Paraíso;412862;1394;11
Solidão;Solidão;261440;1393;4
Jucati;Jucati;260825;1392;14
Anajás;Anajás;150070;1391;24
Cantanhede;Cantanhede;210270;1391;13
Arroio Trinta;Arroio Trinta;420160;1390;15
Paraíso;Paraíso;353570;1389;31
Cruz do Espírito Santo;Cruz do Espírito Santo;250490;1388;28
Baianópolis;Baianópolis;290250;1388;26
Santa Rita de Jacutinga;Santa Rita de Jacutinga;315930;1388;13
Aurelino Leal;Aurelino Leal;290240;1387;41
Leópolis;Leópolis;411340;1387;14
Boa Nova;Boa Nova;290370;1385;23
Gurinhatã;Gurinhatã;312910;1385;7
São José do Xingu;São José do Xingu;510735;1385;22
Bom Jesus da Penha;Bom Jesus da Penha;310760;1381;21
Governador Jorge Teixeira;Governador Jorge Teixeira;110100;1380;22
Olho d'Água do Borges;Olho d'Água do Borges;240840;1380;11
Inúbia Paulista;Inúbia Paulista;352080;1379;22
Águas de Chapecó;Águas de Chapecó;420050;1378;16
Severiano Melo;Severiano Melo;241360;1376;15
Guarará;Guarará;312850;1376;19
Maria Helena;Maria Helena;411470;1376;10
Catarina;Catarina;230360;1375;22
Roque Gonzales;Roque Gonzales;431630;1374;12
Nova Palmeira;Nova Palmeira;251030;1373;6
Santa Helena;Santa Helena;251330;1372;14
Regeneração;Regeneração;220880;1371;31
Porto Calvo;Porto Calvo;270730;1371;50
Antônio João;Antônio João;500090;1371;21
Ilha Grande;Ilha Grande;220465;1370;21
Bom Retiro;Bom Retiro;420260;1370;23
Jurema;Jurema;260840;1369;29
Espírito Santo do Dourado;Espírito Santo do Dourado;312440;1369;19
Eldorado do Carajás;Eldorado do Carajás;150295;1368;37
Santa Rosa de Goiás;Santa Rosa de Goiás;521950;1368;9
Abaiara;Abaiara;230010;1367;20
Itagi;Itagi;291510;1367;26
Itobi;Itobi;352380;1367;24
Governador Nunes Freire;Governador Nunes Freire;210467;1365;16
Itaipava do Grajaú;Itaipava do Grajaú;210535;1365;13
Nordestina;Nordestina;292265;1365;32
Teolândia;Teolândia;293160;1365;11
Santana da Vargem;Santana da Vargem;315830;1365;14
Sertão Santana;Sertão Santana;432055;1365;13
Malhador;Malhador;280390;1364;32
Atalaia;Atalaia;410220;1364;29
Itapissuma;Itapissuma;260775;1363;53
Santa Maria da Serra;Santa Maria da Serra;354700;1363;12
Carolina;Carolina;210280;1362;28
Alcantil;Alcantil;250053;1362;9
Córrego do Bom Jesus;Córrego do Bom Jesus;311990;1362;8
Santa Cruz;Santa Cruz;261245;1361;13
Paranapuã;Paranapuã;353590;1361;30
Indiaporã;Indiaporã;352070;1360;15
Caibi;Caibi;420310;1359;20
Ministro Andreazza;Ministro Andreazza;110120;1358;16
Bagre;Bagre;150110;1357;13
Paraibuna;Paraibuna;353560;1357;60
Porto Rico;Porto Rico;412020;1356;9
Potiretama;Potiretama;231123;1355;11
Cerro Corá;Cerro Corá;240270;1354;16
Santa Rita do Itueto;Santa Rita do Itueto;315950;1354;14
São Vicente do Sul;São Vicente do Sul;431980;1354;23
Calumbi;Calumbi;260340;1352;7
América Dourada;América Dourada;290115;1352;14
Claro dos Poções;Claro dos Poções;311650;1352;12
Itapirapuã Paulista;Itapirapuã Paulista;352265;1352;8
Cavalcante;Cavalcante;520530;1352;7
Itaguaru;Itaguaru;521060;1352;25
Aliança do Tocantins;Aliança do Tocantins;170035;1351;26
Jitaúna;Jitaúna;291830;1351;31
Queimada Nova;Queimada Nova;220865;1350;6
Serrolândia;Serrolândia;293060;1350;16
Denise;Denise;510345;1350;21
Muniz Ferreira;Muniz Ferreira;292220;1349;3
Angical;Angical;290140;1348;22
Afonso Bezerra;Afonso Bezerra;240030;1347;21
Professor Jamil;Professor Jamil;521839;1347;15
Santa Rita;Santa Rita;211020;1346;32
Guaraqueçaba;Guaraqueçaba;410950;1345;21
São Miguel do Gostoso;São Miguel do Gostoso;241255;1344;20
Cerro Grande do Sul;Cerro Grande do Sul;430517;1344;29
São Francisco do Pará;São Francisco do Pará;150740;1343;41
São Valério;São Valério;172049;1342;19
Gado Bravo;Gado Bravo;250625;1342;14
Mutunópolis;Mutunópolis;521410;1341;16
Paraíso do Sul;Paraíso do Sul;431402;1339;17
Paulistana;Paulistana;220780;1338;19
Arara;Arara;250090;1337;33
Serra Redonda;Serra Redonda;251580;1337;15
Batalha;Batalha;270070;1336;25
Colômbia;Colômbia;351210;1336;20
Espigão Alto do Iguaçu;Espigão Alto do Iguaçu;410754;1336;9
Laguna Carapã;Laguna Carapã;500525;1335;13
São Pedro de Alcântara;São Pedro de Alcântara;421725;1334;17
Santo Antônio das Missões;Santo Antônio das Missões;431770;1334;46
São Pedro da Cipa;São Pedro da Cipa;510740;1334;28
Cafarnaum;Cafarnaum;290530;1333;24
Grandes Rios;Grandes Rios;410870;1332;19
Agronômica;Agronômica;420030;1332;15
Bertolínia;Bertolínia;220170;1331;12
Bonfinópolis de Minas;Bonfinópolis de Minas;310820;1331;16
São Félix;São Félix;292900;1330;9
Fronteiras;Fronteiras;220430;1329;12
Brejo Grande do Araguaia;Brejo Grande do Araguaia;150175;1327;6
Campo Alegre de Lourdes;Campo Alegre de Lourdes;290590;1327;41
Teofilândia;Teofilândia;293150;1327;24
Tacaratu;Tacaratu;261480;1325;31
Belo Campo;Belo Campo;290350;1325;22
Junqueiro;Junqueiro;270400;1324;54
Major Isidoro;Major Isidoro;270440;1324;25
Tuiuti;Tuiuti;355495;1324;23
Olho d'Água das Cunhãs;Olho d'Água das Cunhãs;210740;1322;30
Passagem Franca;Passagem Franca;210790;1322;31
Camocim de São Félix;Camocim de São Félix;260350;1322;25
Caxambu do Sul;Caxambu do Sul;420410;1322;14
Araguapaz;Araguapaz;520215;1321;33
Anagé;Anagé;290120;1320;33
Paula Freitas;Paula Freitas;411860;1319;17
Gouveia;Gouveia;312760;1318;35
Lagoa do Ouro;Lagoa do Ouro;260860;1316;15
Careaçu;Careaçu;311360;1316;18
Montes Altos;Montes Altos;210700;1314;16
São João do Manhuaçu;São João do Manhuaçu;316255;1313;33
Barra de Santana;Barra de Santana;250157;1312;8
Conde;Conde;290860;1309;18
Caiçara;Caiçara;430340;1308;12
Erval Seco;Erval Seco;430730;1308;9
Cristais Paulista;Cristais Paulista;351320;1307;20
Coronel Barros;Coronel Barros;430587;1306;9
Couto Magalhães;Couto Magalhães;170600;1305;9
Alto Rio Doce;Alto Rio Doce;310210;1304;36
Inimutaba;Inimutaba;313110;1304;22
Conselheiro Mairinck;Conselheiro Mairinck;410610;1304;17
Maximiliano de Almeida;Maximiliano de Almeida;431220;1303;15
Bela Vista de Minas;Bela Vista de Minas;310600;1301;29
Porto Firme;Porto Firme;315230;1300;17
Mendes Pimentel;Mendes Pimentel;314150;1299;12
Miraguaí;Miraguaí;431230;1299;18
Aveiro;Aveiro;150100;1298;15
Marcelino Vieira;Marcelino Vieira;240730;1298;18
Paraíso das Águas;Paraíso das Águas;500627;1298;17
Brejinho;Brejinho;260250;1297;22
Murici;Murici;270550;1297;55
Aguanil;Aguanil;310080;1297;8
Santana;Santana;292820;1296;54
Américo de Campos;Américo de Campos;350180;1296;39
Segredo;Segredo;432026;1296;8
Uraí;Uraí;412840;1295;37
Lindóia do Sul;Lindóia do Sul;420985;1295;13
Peritoró;Peritoró;210845;1294;12
Turvelândia;Turvelândia;522155;1293;17
Marapanim;Marapanim;150440;1291;47
Santa Filomena;Santa Filomena;261255;1291;17
Barão de Melgaço;Barão de Melgaço;510160;1291;19
São João do Oriente;São João do Oriente;316260;1289;36
Pato Bragado;Pato Bragado;411845;1289;13
Reserva do Iguaçu;Reserva do Iguaçu;412175;1289;11
Rosário do Catete;Rosário do Catete;280610;1288;22
Gonçalves;Gonçalves;312740;1288;10
Timbó Grande;Timbó Grande;421825;1288;19
Cuitegi;Cuitegi;250520;1286;26
Cedro de São João;Cedro de São João;280160;1286;22
Souto Soares;Souto Soares;293080;1286;24
Bernardo Sayão;Bernardo Sayão;170320;1284;13
Santo Inácio;Santo Inácio;412450;1284;22
São Miguel do Tocantins;São Miguel do Tocantins;172020;1283;17
Deputado Irapuan Pinheiro;Deputado Irapuan Pinheiro;230426;1283;14
Inajá;Inajá;260700;1283;17
Chiapetta;Chiapetta;430540;1282;22
Tiros;Tiros;316890;1281;19
Pirajuba;Pirajuba;315070;1278;29
Umirim;Umirim;231375;1277;41
Antônio Cardoso;Antônio Cardoso;290170;1276;12
Jussara;Jussara;291850;1275;17
Maravilhas;Maravilhas;313970;1275;7
Santo Antônio do Aventureiro;Santo Antônio do Aventureiro;316000;1275;21
Rancho Alegre;Rancho Alegre;412130;1273;11
Santa Terezinha;Santa Terezinha;510777;1273;16
Estiva Gerbi;Estiva Gerbi;355730;1271;37
Condado;Condado;250450;1270;11
Antônio Gonçalves;Antônio Gonçalves;290180;1269;12
Divisa Nova;Divisa Nova;312240;1268;15
Mata;Mata;431210;1268;14
Paraibano;Paraibano;210770;1267;39
Santa Tereza de Goiás;Santa Tereza de Goiás;521960;1266;13
São José do Hortêncio;São José do Hortêncio;431848;1265;13
Portelândia;Portelândia;521810;1262;15
Dois Irmãos do Tocantins;Dois Irmãos do Tocantins;170720;1261;20
Lassance;Lassance;313810;1260;7
Mariápolis;Mariápolis;352890;1260;13
Herculândia;Herculândia;351900;1259;34
São João do Itaperiú;São João do Itaperiú;421635;1259;14
Itamarati de Minas;Itamarati de Minas;313260;1258;8
São Sebastião da Bela Vista;São Sebastião da Bela Vista;316440;1258;16
Braço do Trombudo;Braço do Trombudo;420285;1257;8
Campo Belo do Sul;Campo Belo do Sul;420340;1257;23
Torixoréu;Torixoréu;510820;1257;24
Junco do Seridó;Junco do Seridó;250780;1255;12
Umbuzeiro;Umbuzeiro;251700;1255;14
Santa Helena de Minas;Santa Helena de Minas;315765;1255;7
General Carneiro;General Carneiro;510390;1255;25
Lagoa do Piauí;Lagoa do Piauí;220558;1254;6
Salgado de São Félix;Salgado de São Félix;251310;1254;15
Jaçanã;Jaçanã;240500;1253;8
Água Fria de Goiás;Água Fria de Goiás;520017;1253;10
