_id;nome;cod;casosAcumulado;obitosAcumulado
Assis Chateaubriand;Assis Chateaubriand;410200;10066;148
Bezerros;Bezerros;260190;10060;132
Lábrea;Lábrea;130240;10057;87
Palmeira das Missões;Palmeira das Missões;431370;10028;118
Santana do Cariri;Santana do Cariri;231210;10012;77
Nova Serrana;Nova Serrana;314520;9980;249
Charqueadas;Charqueadas;430535;9970;129
Planaltina;Planaltina;521760;9954;258
Rio Negrinho;Rio Negrinho;421500;9895;140
Venda Nova do Imigrante;Venda Nova do Imigrante;320506;9889;61
Jacobina;Jacobina;291750;9853;134
Vassouras;Vassouras;330620;9853;150
Pesqueira;Pesqueira;261090;9844;134
Jandira;Jandira;352500;9842;368
Estância;Estância;280210;9830;187
Penha;Penha;421250;9824;122
Itupeva;Itupeva;352400;9799;171
Santa Fé do Sul;Santa Fé do Sul;354660;9797;164
Guaíra;Guaíra;351740;9761;245
São Mateus do Sul;São Mateus do Sul;412560;9746;105
Anicuns;Anicuns;520130;9742;89
José Bonifácio;José Bonifácio;352570;9738;176
Catolé do Rocha;Catolé do Rocha;250430;9727;67
Sidrolândia;Sidrolândia;500790;9716;178
Camocim;Camocim;230260;9697;166
Jaguaré;Jaguaré;320305;9636;63
Ouro Branco;Ouro Branco;314590;9618;70
Matozinhos;Matozinhos;314110;9596;127
Astorga;Astorga;410210;9592;107
Conceição do Araguaia;Conceição do Araguaia;150270;9583;63
Rosário do Sul;Rosário do Sul;431640;9567;167
Flores da Cunha;Flores da Cunha;430820;9544;81
Chapadinha;Chapadinha;210320;9512;135
São José de Ribamar;São José de Ribamar;211120;9510;382
Campos Novos;Campos Novos;420360;9508;142
Sarandi;Sarandi;432010;9507;76
Alegre;Alegre;320020;9480;94
Campina Verde;Campina Verde;311110;9451;56
São Luiz Gonzaga;São Luiz Gonzaga;431890;9441;122
Piedade;Piedade;353780;9407;193
Caçapava do Sul;Caçapava do Sul;430280;9398;113
Armação dos Búzios;Armação dos Búzios;330023;9369;84
Cambuí;Cambuí;311060;9365;69
Cristalina;Cristalina;520620;9363;132
Curvelo;Curvelo;312090;9360;312
Boa Esperança;Boa Esperança;310710;9345;160
Agudos;Agudos;350070;9331;123
Jaboticabal;Jaboticabal;352430;9331;292
Artur Nogueira;Artur Nogueira;350380;9325;170
Ouro Preto do Oeste;Ouro Preto do Oeste;110015;9322;177
Santa Cruz do Rio Pardo;Santa Cruz do Rio Pardo;354640;9300;207
Descalvado;Descalvado;351370;9283;107
Minaçu;Minaçu;521308;9269;76
Guapimirim;Guapimirim;330185;9254;209
Santa Isabel;Santa Isabel;354680;9253;299
Palmeira;Palmeira;411770;9228;105
Alta Floresta D'Oeste;Alta Floresta D'Oeste;110001;9201;84
Chapadão do Sul;Chapadão do Sul;500295;9190;82
Catu;Catu;290750;9166;112
Sooretama;Sooretama;320501;9135;73
Pacajus;Pacajus;230960;9133;131
Veranópolis;Veranópolis;432280;9133;82
Barra dos Coqueiros;Barra dos Coqueiros;280060;9125;112
Canindé;Canindé;230280;9114;234
Mirassol d'Oeste;Mirassol d'Oeste;510562;9109;159
Mandaguaçu;Mandaguaçu;411410;9101;99
João Pinheiro;João Pinheiro;313630;9055;125
Sena Madureira;Sena Madureira;120050;9042;87
Ibirubá;Ibirubá;431000;9030;100
Teutônia;Teutônia;432145;9029;106
Piracanjuba;Piracanjuba;521710;9027;111
São Gotardo;São Gotardo;316210;8979;109
Estrela;Estrela;430780;8949;85
Guarantã do Norte;Guarantã do Norte;510410;8941;147
Carlos Barbosa;Carlos Barbosa;430480;8940;65
Rio Pardo;Rio Pardo;431570;8919;118
Tietê;Tietê;355450;8908;132
Paranaíba;Paranaíba;500630;8900;182
Bom Jesus do Itabapoana;Bom Jesus do Itabapoana;330060;8895;127
Xaxim;Xaxim;421970;8868;132
Marechal Deodoro;Marechal Deodoro;270470;8866;132
Barra do Bugres;Barra do Bugres;510170;8849;106
Imbé;Imbé;431033;8845;150
Tapejara;Tapejara;432090;8845;61
José de Freitas;José de Freitas;220550;8839;95
Nilópolis;Nilópolis;330320;8825;661
Senhor do Bonfim;Senhor do Bonfim;293010;8824;121
Maravilha;Maravilha;421050;8821;81
Goianira;Goianira;520880;8810;160
São Sebastião;São Sebastião;355070;8800;205
Casimiro de Abreu;Casimiro de Abreu;330130;8792;165
Forquilhinha;Forquilhinha;420545;8788;63
Santa Vitória;Santa Vitória;315980;8782;78
Ibaiti;Ibaiti;410970;8782;185
Santa Rita do Sapucaí;Santa Rita do Sapucaí;315960;8779;87
Pontal;Pontal;354020;8779;187
Bom Jesus da Lapa;Bom Jesus da Lapa;290390;8770;112
São João Batista;São João Batista;421630;8759;115
Óbidos;Óbidos;150510;8744;166
Brumadinho;Brumadinho;310900;8740;114
Afonso Cláudio;Afonso Cláudio;320010;8723;89
Pires do Rio;Pires do Rio;521740;8722;170
Manicoré;Manicoré;130270;8692;110
Guaíra;Guaíra;410880;8638;124
Cruz das Almas;Cruz das Almas;290980;8625;81
São Joaquim;São Joaquim;421650;8612;96
Presidente Figueiredo;Presidente Figueiredo;130353;8606;123
Orleans;Orleans;421170;8600;99
Visconde do Rio Branco;Visconde do Rio Branco;317200;8587;143
Itaberaba;Itaberaba;291470;8580;177
Igrejinha;Igrejinha;431010;8571;138
Itamaraju;Itamaraju;291560;8555;171
Andradas;Andradas;310260;8545;147
Piraí;Piraí;330400;8543;123
Ivinhema;Ivinhema;500470;8533;80
Aquidauana;Aquidauana;500110;8529;182
Cabreúva;Cabreúva;350840;8488;158
Pitangueiras;Pitangueiras;353950;8482;194
Monte Mor;Monte Mor;353180;8470;176
Mesquita;Mesquita;330285;8466;561
Fraiburgo;Fraiburgo;420550;8465;133
Nova Andradina;Nova Andradina;500620;8462;123
Jaguarão;Jaguarão;431100;8446;66
Iguaba Grande;Iguaba Grande;330187;8416;162
Dois Irmãos;Dois Irmãos;430640;8387;87
Porto União;Porto União;421360;8385;105
Jandaia do Sul;Jandaia do Sul;411210;8381;103
Orlândia;Orlândia;353430;8368;132
Bragança;Bragança;150170;8345;202
Alexânia;Alexânia;520030;8335;121
Ouro Fino;Ouro Fino;314600;8286;88
Mauriti;Mauriti;230810;8281;126
Ceres;Ceres;520540;8272;126
Capanema;Capanema;150220;8265;140
Itapetinga;Itapetinga;291640;8255;185
Tupã;Tupã;355500;8245;340
Esperança;Esperança;250600;8243;100
Acaraú;Acaraú;230020;8223;121
Lagoa Vermelha;Lagoa Vermelha;431130;8220;122
Coxim;Coxim;500330;8166;131
São Bento;São Bento;251390;8137;77
Igarassu;Igarassu;260680;8136;261
Barão de Cocais;Barão de Cocais;310540;8118;88
Brotas;Brotas;350790;8118;77
Seabra;Seabra;292990;8115;97
Oiapoque;Oiapoque;160050;8110;54
Ibatiba;Ibatiba;320245;8099;121
Santos Dumont;Santos Dumont;316070;8094;161
Bariri;Bariri;350520;8057;160
Lorena;Lorena;352720;8057;284
Nanuque;Nanuque;314430;8043;140
Cosmópolis;Cosmópolis;351280;8042;198
Pinheiros;Pinheiros;320410;8036;108
São José do Rio Pardo;São José do Rio Pardo;354970;8031;184
Ribeira do Pombal;Ribeira do Pombal;292660;8021;84
Capão do Leão;Capão do Leão;430466;8009;105
Balneário Piçarras;Balneário Piçarras;421280;7999;74
Santana do Paraíso;Santana do Paraíso;315895;7993;128
Cândido Mota;Cândido Mota;351000;7993;189
Araquari;Araquari;420130;7992;98
Sousa;Sousa;251620;7986;175
Espigão D'Oeste;Espigão D'Oeste;110009;7985;92
Além Paraíba;Além Paraíba;310150;7980;175
Jaguariaíva;Jaguariaíva;411200;7978;174
Carauari;Carauari;130100;7975;59
Redenção;Redenção;231160;7974;120
Miguel Pereira;Miguel Pereira;330290;7919;85
Maués;Maués;130290;7912;139
Jaguaribe;Jaguaribe;230690;7901;88
Portão;Portão;431480;7901;146
Marechal Floriano;Marechal Floriano;320334;7887;72
Sapezal;Sapezal;510787;7881;66
São Marcos;São Marcos;431900;7873;78
Rancharia;Rancharia;354220;7867;120
Ivaiporã;Ivaiporã;411150;7862;106
Nova Santa Rita;Nova Santa Rita;431337;7857;115
Paracuru;Paracuru;231020;7854;135
Não-Me-Toque;Não-Me-Toque;431265;7854;73
Itamarandiba;Itamarandiba;313250;7852;34
Santa Vitória do Palmar;Santa Vitória do Palmar;431730;7852;61
São Miguel do Araguaia;São Miguel do Araguaia;522020;7846;89
São João da Barra;São João da Barra;330500;7842;183
Capinzal;Capinzal;420390;7816;57
Imbituva;Imbituva;411010;7815;128
Dias d'Ávila;Dias d'Ávila;291005;7801;189
Guaporé;Guaporé;430940;7799;80
Garopaba;Garopaba;420570;7790;56
Ipameri;Ipameri;521010;7764;114
Schroeder;Schroeder;421740;7755;45
Santa Bárbara;Santa Bárbara;315720;7750;60
Américo Brasiliense;Américo Brasiliense;350170;7725;114
Aguaí;Aguaí;350030;7723;139
Itaí;Itaí;352180;7696;95
Ecoporanga;Ecoporanga;320210;7689;96
Palmeira dos Índios;Palmeira dos Índios;270630;7658;190
Matão;Matão;352930;7636;239
Barra Velha;Barra Velha;420210;7624;149
Juara;Juara;510510;7618;107
Mairiporã;Mairiporã;352850;7616;290
Rio Brilhante;Rio Brilhante;500720;7606;96
Mimoso do Sul;Mimoso do Sul;320340;7601;79
Herval d'Oeste;Herval d'Oeste;420670;7589;79
São Sebastião do Caí;São Sebastião do Caí;431950;7588;69
Loanda;Loanda;411350;7557;69
Piraju;Piraju;353880;7553;122
Fundão;Fundão;320220;7551;81
Piúma;Piúma;320420;7549;106
Santa Luzia;Santa Luzia;211000;7541;120
Ilhabela;Ilhabela;352040;7501;53
Rio Preto da Eva;Rio Preto da Eva;130356;7492;86
Santa Cruz;Santa Cruz;241120;7483;88
Tanguá;Tanguá;330575;7477;157
Ivoti;Ivoti;431080;7474;77
Conceição da Barra;Conceição da Barra;320160;7469;81
Jaguaquara;Jaguaquara;291760;7468;67
Paraguaçu;Paraguaçu;314720;7455;61
São Joaquim da Barra;São Joaquim da Barra;354940;7453;184
Costa Rica;Costa Rica;500325;7453;86
Benevides;Benevides;150150;7451;119
Santo Antônio do Monte;Santo Antônio do Monte;316040;7450;101
Caetité;Caetité;290520;7432;60
Várzea da Palma;Várzea da Palma;317080;7428;102
Currais Novos;Currais Novos;240310;7417;121
Rubiataba;Rubiataba;521890;7403;102
Nova Mamoré;Nova Mamoré;110033;7399;98
Almenara;Almenara;310170;7386;71
Guaçuí;Guaçuí;320230;7376;137
Taquarituba;Taquarituba;355380;7355;121
Monte Sião;Monte Sião;314340;7353;46
Cordeiro;Cordeiro;330150;7340;28
Queimadas;Queimadas;251250;7298;100
São Miguel do Iguaçu;São Miguel do Iguaçu;412570;7295;95
Canarana;Canarana;510270;7281;86
Colorado;Colorado;410590;7280;98
Ourilândia do Norte;Ourilândia do Norte;150543;7269;65
Siqueira Campos;Siqueira Campos;412660;7266;95
Tupanciretã;Tupanciretã;432220;7260;59
Rio Branco do Sul;Rio Branco do Sul;412220;7253;163
São Lourenço da Mata;São Lourenço da Mata;261370;7246;286
Santa Helena de Goiás;Santa Helena de Goiás;521930;7243;237
Cruzeiro;Cruzeiro;351340;7233;249
São Roque;São Roque;355060;7216;137
Capivari de Baixo;Capivari de Baixo;420395;7205;101
Campo Maior;Campo Maior;220220;7197;181
Juruti;Juruti;150390;7194;181
Tanabi;Tanabi;355340;7187;138
Rolante;Rolante;431600;7186;73
Santa Terezinha de Itaipu;Santa Terezinha de Itaipu;412405;7176;128
Limoeiro;Limoeiro;260890;7173;132
Guajará-Mirim;Guajará-Mirim;110010;7164;247
Cachoeiras de Macacu;Cachoeiras de Macacu;330080;7157;124
Vera Cruz;Vera Cruz;432270;7149;55
Extremoz;Extremoz;240360;7142;84
Nova Esperança;Nova Esperança;411690;7124;102
Vargem Grande Paulista;Vargem Grande Paulista;355645;7123;140
Batatais;Batatais;350590;7122;212
Boituva;Boituva;350700;7111;222
Ipojuca;Ipojuca;260720;7108;192
Caarapó;Caarapó;500240;7090;67
Posse;Posse;521830;7087;65
Tarauacá;Tarauacá;120060;7086;50
Barras;Barras;220120;7076;112
João Neiva;João Neiva;320313;7074;62
Serra Negra;Serra Negra;355160;7061;109
Cajati;Cajati;350925;7054;117
Timbaúba;Timbaúba;261530;7030;130
Sombrio;Sombrio;421770;7023;89
Aparecida do Taboado;Aparecida do Taboado;500100;7015;76
Quatro Barras;Quatro Barras;412080;7002;110
Presidente Médici;Presidente Médici;110025;6997;102
Santo Antônio do Descoberto;Santo Antônio do Descoberto;521975;6994;129
Riachão do Jacuípe;Riachão do Jacuípe;292630;6993;53
Açailândia;Açailândia;210005;6976;297
Presidente Epitácio;Presidente Epitácio;354130;6973;151
Quixeré;Quixeré;231150;6963;48
Iúna;Iúna;320300;6963;98
Buritis;Buritis;310930;6956;64
Prata;Prata;315280;6956;129
Quissamã;Quissamã;330415;6955;119
Campo Formoso;Campo Formoso;290600;6939;85
Cambará;Cambará;410360;6925;80
Iracemápolis;Iracemápolis;352140;6924;113
Muzambinho;Muzambinho;314410;6923;55
Acreúna;Acreúna;520013;6921;86
Marituba;Marituba;150442;6905;155
Nova Prata;Nova Prata;431330;6896;64
Pedreiras;Pedreiras;210820;6881;93
Viçosa do Ceará;Viçosa do Ceará;231410;6878;163
Juína;Juína;510515;6855;162
Pinhalzinho;Pinhalzinho;421290;6851;41
São Bento do Una;São Bento do Una;261300;6829;92
Três de Maio;Três de Maio;432180;6798;51
Itapaci;Itapaci;521090;6786;71
Coromandel;Coromandel;311930;6779;100
Candelária;Candelária;430420;6778;91
Ipixuna;Ipixuna;130180;6776;21
Pilar do Sul;Pilar do Sul;353790;6772;93
Oeiras;Oeiras;220700;6768;94
Careiro;Careiro;130110;6766;93
Rurópolis;Rurópolis;150619;6760;86
Mamanguape;Mamanguape;250890;6749;98
Breves;Breves;150180;6743;127
Carambeí;Carambeí;410465;6735;80
Itapoá;Itapoá;420845;6727;83
Poconé;Poconé;510650;6713;102
Bela Vista de Goiás;Bela Vista de Goiás;520330;6712;114
São Manuel;São Manuel;355010;6700;175
São Paulo de Olivença;São Paulo de Olivença;130390;6699;68
Hidrolândia;Hidrolândia;520970;6692;106
Parelhas;Parelhas;240890;6691;37
Itaocara;Itaocara;330210;6665;95
Carangola;Carangola;311330;6662;135
Xangri-lá;Xangri-lá;432380;6662;58
Tabuleiro do Norte;Tabuleiro do Norte;231310;6661;84
Vila Valério;Vila Valério;320517;6658;38
Monteiro;Monteiro;250970;6631;83
Cerejeiras;Cerejeiras;110005;6630;74
Pinheiral;Pinheiral;330395;6627;86
Altos;Altos;220040;6619;123
Ipu;Ipu;230580;6612;83
Acopiara;Acopiara;230030;6611;185
Socorro;Socorro;355210;6601;116
Mucuri;Mucuri;292200;6585;80
Aripuanã;Aripuanã;510140;6583;59
Santana do Ipanema;Santana do Ipanema;270800;6581;115
Marilândia;Marilândia;320335;6578;38
Ituporanga;Ituporanga;420850;6572;85
Casa Branca;Casa Branca;351080;6563;135
Rio Bananal;Rio Bananal;320435;6562;44
Nova Granada;Nova Granada;353300;6556;89
Boa Viagem;Boa Viagem;230240;6553;125
São José de Mipibu;São José de Mipibu;241220;6532;91
Delmiro Gouveia;Delmiro Gouveia;270240;6529;151
Vargem Grande do Sul;Vargem Grande do Sul;355640;6525;120
Poções;Poções;292510;6522;92
Capelinha;Capelinha;311230;6520;36
Cocalzinho de Goiás;Cocalzinho de Goiás;520551;6520;49
Bom Jesus de Goiás;Bom Jesus de Goiás;520350;6506;127
Palmares;Palmares;261000;6486;134
Nova Xavantina;Nova Xavantina;510625;6483;83
Ceará-Mirim;Ceará-Mirim;240260;6469;146
Amambai;Amambai;500060;6465;102
Conceição das Alagoas;Conceição das Alagoas;311730;6459;158
Mangaratiba;Mangaratiba;330260;6452;178
Salinas;Salinas;315700;6449;65
Otacílio Costa;Otacílio Costa;421175;6449;74
Confresa;Confresa;510335;6437;121
Surubim;Surubim;261450;6429;98
Mozarlândia;Mozarlândia;521400;6427;37
Quedas do Iguaçu;Quedas do Iguaçu;412090;6416;97
São Lourenço do Oeste;São Lourenço do Oeste;421690;6412;75
Timon;Timon;211220;6387;368
Laranjal Paulista;Laranjal Paulista;352640;6381;144
Exu;Exu;260530;6371;64
Guaranésia;Guaranésia;312830;6371;57
Várzea Alegre;Várzea Alegre;231400;6355;92
Coronel Vivida;Coronel Vivida;410650;6354;91
Ampére;Ampére;410100;6353;70
Peixoto de Azevedo;Peixoto de Azevedo;510642;6351;147
Itaitinga;Itaitinga;230625;6350;85
Carmo do Rio Claro;Carmo do Rio Claro;311440;6350;78
Grajaú;Grajaú;210480;6343;147
Abreu e Lima;Abreu e Lima;260005;6341;261
Santo Amaro da Imperatriz;Santo Amaro da Imperatriz;421570;6341;93
Santo Estêvão;Santo Estêvão;292880;6334;67
Água Boa;Água Boa;510020;6334;105
Alagoa Grande;Alagoa Grande;250030;6329;85
Jaguaruana;Jaguaruana;230700;6325;87
Pedro Canário;Pedro Canário;320405;6325;72
Vargem Alta;Vargem Alta;320503;6313;53
Candeias do Jamari;Candeias do Jamari;110080;6305;87
Novo Horizonte;Novo Horizonte;353350;6300;246
Iperó;Iperó;352100;6295;78
Silvânia;Silvânia;522060;6288;40
Igarapé;Igarapé;313010;6286;120
Macau;Macau;240720;6275;60
Campestre;Campestre;311100;6275;56
São Gonçalo do Sapucaí;São Gonçalo do Sapucaí;316200;6273;78
Ibaté;Ibaté;351930;6269;114
Iconha;Iconha;320260;6268;30
Luz;Luz;313880;6264;43
Pedreira;Pedreira;353710;6253;146
Oliveira;Oliveira;314560;6247;90
Alenquer;Alenquer;150040;6246;175
Campos Belos;Campos Belos;520490;6244;39
Reserva;Reserva;412170;6234;88
Mandirituba;Mandirituba;411430;6232;106
Borda da Mata;Borda da Mata;310830;6229;67
Tucumã;Tucumã;150808;6224;88
Presidente Venceslau;Presidente Venceslau;354150;6212;141
Bebedouro;Bebedouro;350610;6206;366
Zé Doca;Zé Doca;211400;6204;76
São Francisco do Guaporé;São Francisco do Guaporé;110149;6188;61
Santo Antônio do Sudoeste;Santo Antônio do Sudoeste;412440;6188;40
São Miguel dos Campos;São Miguel dos Campos;270860;6178;114
Três Marias;Três Marias;316935;6170;91
Porteirinha;Porteirinha;315220;6165;81
Bambuí;Bambuí;310510;6155;69
Campos Gerais;Campos Gerais;311160;6153;55
Nova Russas;Nova Russas;230930;6152;73
Tupaciguara;Tupaciguara;316960;6152;138
Morro Agudo;Morro Agudo;353190;6131;115
Muqui;Muqui;320380;6124;66
Coruripe;Coruripe;270230;6121;73
Pompéu;Pompéu;315200;6115;69
Piracaia;Piracaia;353860;6107;104
Reriutaba;Reriutaba;231170;6102;34
Angatuba;Angatuba;350220;6102;96
Elói Mendes;Elói Mendes;312360;6089;67
São Gabriel do Oeste;São Gabriel do Oeste;500769;6086;99
Buritama;Buritama;350810;6078;92
Diamantino;Diamantino;510350;6078;74
Potirendaba;Potirendaba;354080;6065;100
Cordeirópolis;Cordeirópolis;351240;6045;117
Capanema;Capanema;410450;6031;33
Sananduva;Sananduva;431660;6027;41
Arroio do Meio;Arroio do Meio;430100;6019;61
Andirá;Andirá;410110;6001;101
Mata de São João;Mata de São João;292100;5990;80
São José do Egito;São José do Egito;261360;5985;62
Pojuca;Pojuca;292520;5985;67
Pancas;Pancas;320400;5984;37
Itaú de Minas;Itaú de Minas;313375;5974;56
Baturité;Baturité;230210;5970;92
Pau dos Ferros;Pau dos Ferros;240940;5967;55
Capivari;Capivari;351040;5965;188
Igaraçu do Tietê;Igaraçu do Tietê;352000;5963;76
Embu das Artes;Embu das Artes;351500;5950;242
Tobias Barreto;Tobias Barreto;280740;5946;110
Eirunepé;Eirunepé;130140;5943;35
Barroso;Barroso;310590;5940;78
Tamboril;Tamboril;231320;5938;87
Itatiaia;Itatiaia;330225;5935;91
Januária;Januária;313520;5912;111
São Francisco do Conde;São Francisco do Conde;292920;5910;77
Paracambi;Paracambi;330360;5904;144
Ibiá;Ibiá;312950;5902;73
Jaguapitã;Jaguapitã;411190;5902;74
Cassilândia;Cassilândia;500290;5896;113
Montanha;Montanha;320350;5886;77
Barra do Corda;Barra do Corda;210160;5880;82
Padre Bernardo;Padre Bernardo;521560;5878;75
Itaberá;Itaberá;352170;5869;80
Santa Cruz das Palmeiras;Santa Cruz das Palmeiras;354630;5867;140
Sapé;Sapé;251530;5859;125
Bonito;Bonito;500220;5859;83
Urussanga;Urussanga;421900;5856;77
Cachoeira Paulista;Cachoeira Paulista;350860;5849;73
Muniz Freire;Muniz Freire;320370;5848;58
Arapoti;Arapoti;410160;5846;71
Butiá;Butiá;430270;5845;71
Realeza;Realeza;412140;5841;53
Medicilândia;Medicilândia;150445;5840;70
Morro da Fumaça;Morro da Fumaça;421120;5835;51
Três Coroas;Três Coroas;432170;5807;81
Cantagalo;Cantagalo;330110;5801;38
Iguape;Iguape;352030;5800;125
Taiobeiras;Taiobeiras;316800;5797;46
Cocal do Sul;Cocal do Sul;420425;5778;66
